incident_count_500m,incident_count_1km,weighted_severity_score,harassment_density,poor_lighting_density,distance_to_police_km,distance_to_hospital_km,hour_of_day,is_night,is_weekend,risk_category
0,2,1.95,0,0,1.16,1.89,22,1,0,0
2,8,9.38,3,6,1.33,0.51,12,0,1,2
2,4,7.08,2,2,3.67,1.07,21,1,1,1
0,8,4.5,5,2,2.02,0.93,11,0,0,1
2,7,8.03,4,2,0.29,4.0,5,1,1,2
1,4,4.51,3,3,3.71,0.7,1,1,0,1
1,6,8.7,4,4,3.31,1.76,14,0,0,2
4,4,9.52,1,3,2.62,2.98,14,0,0,2
3,4,9.71,1,4,1.23,8.57,17,0,0,1
1,5,3.51,0,2,2.65,18.16,22,1,1,0
0,1,0.61,2,1,1.27,7.84,16,0,1,0
0,0,0.0,0,1,2.5,3.37,2,1,0,0
0,1,1.12,1,2,3.92,3.63,21,1,0,0
2,4,5.88,1,2,4.08,3.76,2,1,1,1
2,2,4.78,2,3,1.19,5.16,8,0,0,0
5,10,13.41,3,3,3.63,7.78,9,0,0,2
1,4,6.66,3,3,0.29,1.68,11,0,0,0
0,4,2.24,1,3,0.29,1.55,22,1,0,0
1,2,3.83,1,2,1.53,1.74,0,1,1,0
2,5,8.7,2,1,2.0,2.9,3,1,0,1
1,2,4.22,3,0,0.4,3.93,20,0,0,0
3,5,5.74,2,1,1.25,5.31,22,1,1,1
2,7,6.86,5,4,0.28,1.72,22,1,0,2
1,3,3.6,2,2,1.76,1.33,4,1,0,0
3,5,8.18,3,4,3.58,10.44,16,0,0,2
0,5,6.15,2,3,2.51,0.86,20,0,0,0
0,1,1.32,0,0,0.96,0.83,4,1,1,0
1,4,6.91,1,1,9.25,3.34,3,1,0,1
4,6,7.81,5,0,2.06,0.7,21,1,1,2
2,5,5.17,4,4,3.14,1.47,14,0,0,1
0,4,5.19,2,3,2.09,1.06,23,1,0,1
1,4,4.11,1,5,8.29,0.66,9,0,0,1
1,6,5.37,2,3,3.2,2.37,4,1,1,1
2,3,3.85,4,0,1.42,1.37,13,0,0,0
3,4,10.01,0,1,0.92,1.75,23,1,0,1
3,4,7.07,3,2,2.16,0.74,20,0,0,1
3,4,8.73,1,4,1.71,3.85,12,0,0,1
1,3,2.19,1,1,1.89,1.14,18,0,0,0
1,4,3.81,3,1,0.86,1.25,7,0,0,0
1,5,6.21,1,3,1.11,0.93,11,0,1,1
0,3,1.75,1,2,1.57,1.62,19,0,1,0
2,3,3.53,3,1,3.39,1.76,18,0,0,0
1,7,9.79,3,5,2.69,2.09,18,0,0,2
3,4,6.92,2,1,0.33,8.77,5,1,0,1
2,3,3.43,2,3,0.61,6.08,7,0,0,1
1,5,6.55,0,2,0.15,2.55,9,0,0,1
1,5,4.11,1,1,0.11,0.3,20,0,0,0
2,5,5.73,2,2,0.56,2.57,16,0,1,1
0,2,2.03,1,1,2.99,0.43,0,1,0,0
3,5,8.36,2,3,4.33,3.3,18,0,0,1
1,4,4.26,3,3,0.99,1.44,11,0,1,1
0,2,1.59,0,1,1.59,4.75,21,1,1,0
0,2,2.85,1,2,2.3,7.34,1,1,0,0
1,5,6.14,0,2,5.6,1.55,16,0,0,1
0,2,2.88,0,0,4.49,1.74,6,0,0,0
2,4,6.64,1,4,0.21,2.43,13,0,0,1
1,3,3.12,2,3,0.61,0.75,13,0,1,0
0,1,0.79,0,0,0.19,6.75,11,0,1,0
0,3,3.87,1,2,1.83,1.62,15,0,1,0
1,5,4.32,3,3,2.33,0.66,17,0,0,1
0,4,3.01,1,1,0.76,3.8,7,0,0,0
2,4,7.54,2,2,3.56,0.82,1,1,0,1
1,3,4.81,3,2,1.19,0.59,10,0,0,0
2,5,6.5,2,2,11.67,2.27,0,1,0,1
1,4,4.94,1,1,0.1,2.98,9,0,0,1
0,8,9.86,4,5,0.31,2.31,17,0,0,2
1,3,2.89,2,1,0.75,2.87,15,0,0,0
6,7,10.69,0,3,0.15,0.51,1,1,0,2
2,8,9.02,1,5,2.84,1.82,22,1,0,2
1,6,6.46,1,4,0.2,1.3,16,0,0,1
2,6,8.6,1,2,2.59,9.26,15,0,0,1
3,6,7.54,2,5,0.2,0.33,18,0,0,2
1,3,3.37,1,2,0.62,1.09,4,1,1,0
3,6,5.83,2,3,3.41,7.31,22,1,0,2
0,2,1.28,2,1,5.53,10.46,5,1,1,0
2,4,6.59,2,3,1.06,4.56,23,1,1,1
0,6,4.63,4,2,6.41,0.4,16,0,0,0
3,7,9.93,3,3,1.87,2.26,15,0,0,2
2,5,6.27,1,3,1.07,1.48,15,0,0,1
4,9,7.46,3,5,3.02,4.31,6,0,0,2
1,4,6.38,3,3,0.73,0.34,15,0,0,1
3,4,7.77,1,2,0.66,0.75,8,0,1,1
0,3,3.22,0,1,2.02,1.88,22,1,0,0
2,4,6.76,1,2,0.99,0.63,5,1,1,1
1,2,2.48,1,1,0.36,3.15,15,0,1,0
1,3,4.33,1,3,0.22,4.5,8,0,0,0
0,2,1.4,0,2,2.89,3.25,3,1,0,0
1,2,3.62,0,1,2.13,1.65,21,1,0,0
0,2,2.68,1,3,1.06,5.47,5,1,0,0
0,4,4.16,1,1,4.18,0.57,13,0,0,0
2,5,7.9,2,2,1.05,0.95,2,1,1,2
0,1,0.98,1,1,2.33,1.88,22,1,0,0
0,3,3.04,1,1,4.42,0.36,16,0,0,0
3,7,9.7,2,4,3.41,0.45,10,0,1,2
2,4,8.5,2,0,1.39,1.47,23,1,0,1
1,2,2.33,0,1,2.15,7.4,7,0,0,0
4,7,12.35,3,3,1.06,6.18,7,0,0,2
2,5,7.55,2,3,1.98,1.77,3,1,0,1
3,4,6.74,1,4,0.64,0.58,14,0,1,1
2,4,6.26,1,3,1.13,0.69,15,0,1,1
1,7,8.08,2,2,0.52,1.39,21,1,0,1
2,4,5.73,0,2,0.17,0.79,10,0,0,1
3,3,3.86,1,0,1.7,0.42,6,0,0,0
2,2,5.65,3,1,3.7,3.0,17,0,1,1
1,7,6.07,2,5,0.15,2.38,5,1,0,1
2,3,4.77,1,2,0.49,1.06,23,1,0,1
2,4,6.39,2,1,1.21,3.97,3,1,0,1
1,3,4.16,2,2,2.07,3.94,4,1,1,1
1,5,7.07,4,2,0.44,1.89,23,1,0,1
0,2,1.14,2,1,0.21,0.45,2,1,0,0
1,3,3.14,2,2,1.42,6.47,5,1,1,0
0,3,3.14,3,1,3.17,2.96,13,0,0,0
2,4,5.68,1,4,0.16,0.91,0,1,0,1
2,8,11.95,4,4,0.87,2.56,19,0,0,2
2,2,4.38,2,2,2.06,1.5,13,0,1,1
0,6,7.04,3,4,0.35,2.72,5,1,0,2
2,5,5.29,4,3,0.58,1.81,2,1,0,1
2,6,7.48,1,3,1.48,1.86,16,0,0,1
3,5,9.68,2,0,5.61,3.53,21,1,1,1
3,4,8.8,4,3,0.71,2.58,13,0,0,2
3,7,10.86,2,3,1.3,0.41,18,0,0,2
2,2,2.66,2,0,1.02,0.37,23,1,0,0
2,7,9.12,0,3,4.2,1.11,6,0,0,1
0,2,2.52,1,2,0.23,1.61,10,0,1,0
2,5,6.97,4,5,1.6,1.0,6,0,0,1
2,2,4.79,1,1,3.47,2.84,12,0,1,0
2,4,6.61,0,2,8.08,0.74,23,1,1,1
0,2,2.9,0,2,2.26,3.24,22,1,1,0
0,1,0.88,2,1,0.96,3.91,20,0,0,0
2,7,7.72,4,2,1.06,0.53,23,1,0,2
1,4,3.81,0,2,0.88,2.83,13,0,0,0
2,4,4.55,0,4,1.77,8.34,23,1,1,1
2,3,3.18,2,1,2.52,0.74,10,0,1,0
4,8,13.36,4,3,3.18,6.2,7,0,0,2
0,6,6.08,1,3,1.07,2.53,11,0,1,0
1,5,7.34,1,4,2.37,2.43,14,0,1,1
0,3,1.56,2,3,4.56,0.33,9,0,1,0
0,2,1.93,1,1,4.66,3.65,21,1,0,0
0,2,2.8,2,3,2.29,1.83,1,1,1,0
1,2,2.99,1,0,1.92,3.39,23,1,1,0
2,6,6.43,3,2,1.46,4.34,12,0,0,1
0,0,0.0,0,1,0.46,2.05,9,0,1,0
1,3,4.6,3,2,0.34,0.97,16,0,0,1
3,6,11.55,2,2,1.3,0.58,21,1,0,2
1,4,4.27,1,2,0.41,0.64,9,0,1,0
3,7,13.11,2,5,1.65,5.24,21,1,0,2
3,4,4.08,3,3,1.97,0.53,5,1,1,1
2,2,3.23,1,2,1.44,1.41,19,0,0,0
1,3,2.88,1,2,0.17,1.22,0,1,0,0
1,2,3.15,1,2,0.21,5.21,16,0,0,0
1,2,2.42,0,1,0.32,1.82,0,1,0,0
1,4,6.75,0,3,0.4,14.3,4,1,1,1
0,1,1.29,0,1,8.37,3.54,14,0,0,0
2,2,4.61,1,1,0.86,4.96,22,1,0,0
1,4,4.49,2,1,0.72,0.46,0,1,0,0
3,4,9.22,3,2,0.2,0.93,16,0,1,2
2,6,8.19,4,4,1.92,0.56,13,0,0,2
2,6,9.46,2,2,2.0,1.76,12,0,0,2
0,2,2.71,2,0,0.45,3.37,10,0,0,0
2,3,5.72,0,1,4.63,0.66,11,0,0,0
1,4,3.9,0,0,3.0,0.55,5,1,1,0
3,9,11.21,2,6,0.57,2.58,10,0,0,2
2,3,5.0,1,1,1.3,0.85,1,1,0,0
0,2,2.42,0,0,1.2,1.83,17,0,1,0
4,6,9.15,2,4,0.87,0.33,11,0,0,2
2,4,7.32,2,3,3.16,3.05,22,1,1,1
3,8,13.02,3,1,0.31,2.15,14,0,1,2
0,4,2.72,2,1,1.07,2.81,8,0,0,0
1,4,4.23,1,4,1.11,1.01,7,0,0,0
2,6,6.47,1,3,1.24,1.02,17,0,0,1
2,3,3.59,0,3,3.66,4.24,15,0,1,1
1,3,3.57,1,1,0.54,3.37,22,1,1,1
1,4,3.61,0,1,0.3,2.37,20,0,0,0
1,6,7.21,3,2,1.83,2.67,9,0,0,1
2,6,10.25,3,1,0.44,0.45,11,0,0,2
3,6,8.88,2,5,0.24,5.05,19,0,0,2
3,3,3.3,1,4,1.1,3.87,11,0,0,1
1,4,4.57,3,4,0.55,2.43,9,0,1,1
1,2,2.31,0,2,0.91,6.47,13,0,1,0
1,2,2.6,0,2,0.64,0.66,3,1,1,0
3,5,5.55,2,3,0.27,3.1,14,0,0,1
3,4,5.19,2,3,1.58,8.44,19,0,1,1
2,4,5.39,2,1,0.15,1.13,8,0,1,1
1,5,6.13,3,2,6.21,0.24,6,0,0,1
0,3,4.2,0,2,0.85,3.52,6,0,0,0
1,2,3.37,1,2,2.24,0.22,19,0,0,0
1,5,4.92,1,3,3.09,5.35,8,0,1,1
1,3,4.0,2,3,0.69,0.34,23,1,0,0
2,6,10.32,4,3,2.59,2.84,9,0,0,2
3,6,11.02,2,4,3.32,1.38,19,0,0,2
3,5,8.76,1,5,0.6,0.77,12,0,1,2
1,3,4.29,1,1,8.91,5.91,5,1,1,0
2,6,6.53,1,5,0.14,3.63,3,1,0,1
1,4,6.41,1,2,0.54,1.24,16,0,0,0
2,4,7.75,2,3,2.83,1.04,20,0,1,1
0,0,0.0,1,1,0.49,3.53,13,0,1,0
1,2,2.06,1,1,2.26,4.73,2,1,1,0
0,1,1.03,0,1,3.58,3.35,0,1,1,0
1,2,3.19,0,1,5.86,2.75,17,0,0,0
1,4,5.13,1,0,1.26,0.85,1,1,1,0
1,3,4.08,1,2,6.48,4.99,7,0,0,0
0,2,2.01,2,1,1.05,3.66,15,0,1,0
2,3,5.44,0,3,0.54,2.02,3,1,0,1
1,4,4.02,5,1,1.4,1.99,18,0,1,1
3,4,5.48,2,2,1.99,2.31,19,0,1,1
0,1,1.44,1,2,1.2,4.6,9,0,0,0
1,2,3.71,1,2,1.61,3.59,16,0,0,0
4,5,10.7,3,3,1.07,5.05,16,0,0,2
1,4,6.21,2,2,1.44,1.97,20,0,1,1
0,3,3.87,1,1,5.59,2.65,6,0,1,0
1,1,1.54,0,1,1.35,5.02,8,0,1,0
1,2,3.03,2,0,0.63,0.86,6,0,0,0
2,5,9.42,1,4,2.66,1.67,20,0,0,1
2,2,3.83,1,1,0.84,2.62,2,1,0,0
3,5,10.33,2,3,3.15,6.37,23,1,0,2
3,6,12.75,1,3,0.21,0.24,11,0,0,2
2,6,5.37,1,3,0.83,0.8,22,1,1,2
1,3,3.57,1,2,0.28,0.87,3,1,0,0
3,5,6.45,3,4,0.26,1.19,16,0,1,1
1,3,4.43,1,1,2.03,1.03,2,1,0,0
1,3,2.89,2,2,0.98,2.43,10,0,0,0
1,3,5.1,2,1,3.79,5.62,7,0,0,1
1,3,2.65,1,0,1.41,2.73,1,1,0,0
1,2,2.87,1,2,0.73,0.89,13,0,1,0
0,8,7.7,4,3,2.4,5.18,3,1,0,2
3,5,10.78,2,1,1.86,2.7,15,0,0,2
3,7,10.68,3,5,2.99,0.82,13,0,1,2
3,5,9.8,3,3,1.96,1.32,6,0,1,2
2,4,7.25,0,1,0.43,4.1,9,0,0,1
1,3,3.15,2,0,2.1,3.56,11,0,0,0
1,2,2.59,0,0,0.99,2.35,22,1,0,0
1,4,5.43,2,2,1.22,0.59,7,0,0,0
2,3,3.41,1,2,4.68,4.27,22,1,0,0
0,3,1.7,2,2,0.9,1.12,10,0,1,0
0,2,1.91,1,0,1.8,3.89,19,0,0,0
2,3,3.44,2,2,0.91,2.81,12,0,0,0
0,2,1.32,2,1,0.28,0.97,11,0,0,0
4,7,11.45,5,3,1.19,0.8,6,0,1,2
0,2,1.46,2,2,1.74,0.55,20,0,0,0
0,1,0.9,0,1,1.04,0.89,11,0,0,0
1,3,4.06,2,1,0.99,0.63,9,0,0,0
1,4,4.63,2,4,3.19,2.6,6,0,0,1
4,6,7.3,3,2,0.15,2.48,18,0,0,2
1,5,7.04,4,2,0.73,2.41,6,0,0,1
1,2,3.49,0,2,3.11,2.77,22,1,0,0
2,4,4.52,1,3,4.66,4.42,17,0,0,1
1,4,4.71,2,3,1.06,6.32,23,1,0,1
5,8,14.18,4,3,4.05,0.85,22,1,1,2
3,5,5.46,2,2,0.5,2.42,11,0,0,1
4,4,10.94,2,1,0.55,0.4,3,1,1,1
2,3,4.37,1,2,3.47,0.52,0,1,0,0
1,5,5.45,2,2,4.3,2.86,4,1,1,1
1,2,3.75,2,2,0.55,1.87,9,0,0,0
2,5,7.37,1,0,0.21,3.75,6,0,0,1
1,1,1.38,1,0,0.27,1.59,19,0,1,0
2,6,5.47,3,3,0.65,0.54,6,0,1,1
2,4,3.71,2,4,2.68,5.34,12,0,1,1
1,3,3.65,1,3,1.38,0.42,13,0,1,0
1,3,3.33,0,4,1.19,0.72,4,1,0,0
1,5,6.67,3,2,1.68,1.01,20,0,0,1
3,8,9.57,2,2,4.08,13.59,1,1,0,2
1,2,3.65,1,1,0.27,1.55,13,0,0,0
2,4,5.73,1,3,2.24,1.94,20,0,1,1
3,3,7.71,1,1,4.81,3.87,7,0,0,1
1,4,6.4,2,2,0.53,2.73,19,0,1,1
0,3,2.77,2,0,3.37,4.8,1,1,0,0
3,11,14.91,4,5,2.26,1.87,7,0,0,2
2,8,8.05,4,3,0.13,9.15,19,0,0,2
1,5,5.52,3,1,0.57,4.18,4,1,0,1
2,5,6.78,1,2,1.78,1.48,11,0,1,1
0,1,1.44,0,1,1.36,1.4,6,0,1,0
0,3,2.8,3,2,1.45,6.83,20,0,0,0
0,3,1.63,2,2,0.57,3.08,12,0,1,0
2,4,5.42,2,1,2.12,2.63,14,0,0,1
0,3,1.74,0,3,0.66,3.75,9,0,1,0
2,3,6.04,2,0,0.99,2.26,3,1,0,0
1,4,3.71,2,2,0.93,0.63,15,0,0,1
1,3,4.65,2,2,2.11,1.16,6,0,0,1
3,3,7.61,3,3,0.27,2.24,12,0,0,1
1,6,8.08,5,3,0.51,0.25,3,1,0,2
1,3,2.67,2,1,0.5,1.64,11,0,0,0
0,2,1.92,0,1,0.31,3.72,19,0,0,0
4,4,11.02,3,2,0.52,0.65,1,1,0,2
0,4,3.73,0,2,1.78,0.37,4,1,1,0
4,5,7.65,3,2,2.47,4.72,7,0,0,1
1,6,7.38,2,3,2.04,2.6,3,1,1,1
2,6,8.81,3,2,1.26,0.69,1,1,0,2
1,2,3.88,0,2,0.2,4.3,5,1,0,0
1,2,4.03,2,2,5.85,2.88,2,1,0,0
1,3,4.53,0,0,0.43,1.22,13,0,0,0
1,2,2.89,1,2,2.09,1.38,9,0,0,0
1,4,4.09,3,3,4.49,0.62,10,0,0,1
1,5,5.4,3,2,2.25,4.71,4,1,0,0
0,2,2.82,0,0,0.54,1.98,21,1,0,0
3,7,8.61,2,4,0.78,2.24,15,0,0,2
1,3,5.6,0,1,0.16,5.57,8,0,1,0
0,4,2.39,2,4,1.81,0.24,20,0,1,0
3,7,13.56,5,1,1.81,0.37,15,0,0,2
1,3,3.56,2,0,2.43,0.64,8,0,0,0
2,5,5.48,1,5,0.12,0.28,16,0,1,1
1,3,4.99,1,4,3.17,2.88,11,0,1,0
2,6,5.29,5,1,2.52,2.71,14,0,1,1
1,2,3.42,0,2,0.37,0.79,9,0,0,0
2,4,5.57,2,1,0.87,0.6,3,1,0,1
4,8,12.7,3,5,1.93,0.59,16,0,0,2
0,1,1.48,1,2,1.33,7.86,17,0,1,0
1,6,5.79,4,1,0.32,3.16,17,0,1,1
0,1,0.96,0,0,0.26,2.4,9,0,0,0
0,1,0.68,1,0,2.84,1.17,10,0,0,0
2,3,3.5,1,0,0.41,1.62,20,0,0,0
0,2,1.24,1,0,0.44,0.43,0,1,1,0
1,4,4.41,1,3,3.3,15.93,9,0,1,1
0,2,1.39,1,1,1.8,3.72,2,1,0,0
0,3,3.16,0,2,1.77,2.63,5,1,0,0
3,5,7.71,3,4,1.27,2.42,16,0,0,1
3,3,5.43,0,2,1.61,1.95,11,0,1,1
1,3,3.76,0,2,1.76,0.94,10,0,1,0
3,6,9.75,2,0,6.29,0.84,16,0,0,1
1,6,9.48,1,3,0.55,2.19,2,1,0,2
5,7,14.13,3,2,0.53,0.38,8,0,0,2
1,2,2.12,1,2,0.21,0.39,17,0,0,0
3,6,6.65,3,2,2.03,2.26,5,1,0,2
1,3,4.16,3,2,1.53,6.51,2,1,0,0
2,6,9.74,3,4,0.31,6.34,5,1,1,2
1,4,4.18,1,3,0.92,0.23,10,0,1,0
2,5,5.17,4,2,0.45,0.48,10,0,0,1
0,1,0.83,0,0,0.82,2.39,6,0,0,0
2,2,4.56,1,2,5.54,4.92,12,0,0,0
1,9,7.38,3,1,2.17,7.92,12,0,1,1
1,3,4.24,1,1,0.11,5.13,6,0,1,0
2,6,9.77,4,4,0.62,3.03,13,0,0,2
1,1,2.79,0,2,0.12,0.76,1,1,0,0
2,5,5.93,2,2,2.36,0.39,2,1,0,1
0,4,5.79,1,3,1.24,0.32,3,1,0,0
0,4,3.67,3,2,9.31,2.57,7,0,0,0
2,4,7.81,3,1,2.48,0.29,20,0,0,1
1,3,4.14,1,2,1.41,3.56,0,1,0,0
1,5,6.32,3,4,3.04,3.32,8,0,0,2
4,4,11.29,2,5,2.3,0.41,16,0,1,2
2,6,8.99,3,1,0.6,6.13,17,0,0,1
1,1,1.31,1,1,1.46,2.04,6,0,1,0
1,4,5.84,2,2,1.56,6.07,2,1,0,1
1,1,2.08,0,0,1.18,6.0,21,1,0,0
2,9,10.69,4,5,0.46,0.75,15,0,0,2
1,3,2.72,1,1,0.56,1.4,7,0,0,0
3,5,9.25,2,2,0.69,0.56,4,1,0,2
0,1,0.78,1,0,0.12,3.93,16,0,0,0
0,4,3.28,0,2,4.58,1.95,18,0,0,0
4,10,13.13,3,5,2.19,6.81,17,0,1,2
2,4,6.78,1,2,2.21,0.78,21,1,0,1
2,3,5.8,0,2,1.63,3.11,4,1,0,0
1,2,3.23,1,1,2.2,11.53,6,0,1,0
3,3,4.29,4,2,7.32,2.94,17,0,1,1
3,7,10.13,2,5,0.98,0.38,12,0,0,2
2,3,6.48,2,1,2.34,2.42,21,1,0,1
0,3,1.67,0,2,0.9,0.7,10,0,0,0
0,4,4.87,2,3,3.57,0.28,4,1,0,1
0,6,3.6,5,3,3.61,1.22,21,1,0,1
1,4,4.82,1,2,4.29,0.97,14,0,0,0
0,6,3.96,4,4,0.11,4.09,20,0,1,1
2,5,6.3,5,1,0.74,1.37,6,0,0,1
0,2,2.37,1,1,0.36,3.5,4,1,0,0
4,8,14.22,2,4,1.19,0.24,6,0,0,2
0,1,1.06,1,0,1.33,0.24,16,0,0,0
0,5,3.96,3,3,0.63,0.27,8,0,0,1
0,4,4.48,1,3,2.41,0.82,5,1,0,0
2,3,4.91,1,3,0.67,1.37,8,0,0,1
0,2,1.29,1,0,3.56,2.54,16,0,1,0
2,4,7.97,1,5,0.45,10.86,1,1,0,1
1,4,3.38,3,3,0.92,1.29,22,1,0,1
2,3,3.83,1,1,1.85,0.34,19,0,1,1
1,5,6.52,2,2,1.77,0.74,12,0,1,1
2,3,6.2,2,2,0.25,5.9,16,0,0,1
3,6,9.97,1,5,3.47,3.2,20,0,1,2
0,5,4.59,1,3,1.74,4.1,19,0,0,1
3,4,5.21,2,3,3.77,0.53,5,1,0,1
3,3,6.91,1,1,3.74,0.56,22,1,0,1
2,6,10.02,2,3,1.52,0.5,18,0,0,1
1,3,3.74,0,1,4.45,5.07,5,1,0,0
1,3,5.54,1,2,3.5,0.79,1,1,0,0
3,7,10.92,4,3,5.81,2.78,12,0,1,2
2,4,6.86,3,1,3.52,2.02,19,0,0,1
1,2,2.39,0,1,3.2,2.17,9,0,0,0
2,4,6.29,2,3,1.24,0.74,8,0,0,1
0,0,0.0,1,1,0.53,2.72,12,0,1,0
0,2,1.11,1,1,4.45,0.31,6,0,1,0
3,5,6.84,4,4,2.41,12.78,17,0,0,2
1,1,1.88,2,0,0.7,0.27,21,1,1,0
2,3,3.53,1,0,0.85,0.33,13,0,1,0
1,4,6.61,1,1,2.19,1.18,3,1,1,1
1,1,2.14,0,0,1.27,4.65,7,0,0,0
1,2,2.63,0,0,0.25,0.94,11,0,0,0
4,5,5.64,4,3,0.37,1.8,7,0,0,2
0,3,2.45,3,2,2.56,0.25,15,0,1,0
1,6,7.46,1,4,0.82,0.41,0,1,1,1
3,5,6.43,2,3,1.38,2.54,23,1,1,1
0,4,4.24,2,3,2.72,0.74,9,0,0,0
1,4,4.36,1,1,2.6,3.16,6,0,0,1
1,2,2.99,1,2,0.43,4.05,13,0,0,0
0,3,1.79,3,2,0.29,4.95,16,0,0,0
3,7,13.71,2,6,1.71,0.56,18,0,0,2
0,0,0.0,0,0,2.54,1.72,4,1,0,0
2,3,5.81,0,0,0.39,7.55,18,0,1,0
0,1,1.33,0,1,0.94,3.9,2,1,0,0
2,3,4.51,1,2,3.78,0.51,0,1,1,0
1,4,6.65,2,2,5.3,1.95,7,0,1,1
3,4,5.34,2,2,1.19,6.59,8,0,0,1
3,8,8.58,4,2,0.25,1.65,4,1,0,2
2,2,5.96,1,3,0.64,4.74,0,1,1,1
3,5,6.42,2,1,0.58,1.91,16,0,1,1
2,4,7.18,3,1,0.59,0.48,13,0,0,1
1,3,4.35,2,0,1.33,0.6,16,0,0,0
0,4,2.06,1,2,1.68,0.32,8,0,0,0
2,4,3.05,1,1,0.34,0.74,2,1,0,0
0,2,2.22,2,2,4.06,5.8,2,1,0,0
1,2,1.74,0,2,1.84,2.83,12,0,1,0
0,2,2.99,1,1,1.74,3.56,19,0,0,0
0,1,0.68,1,1,7.96,2.63,4,1,0,0
4,7,11.14,2,1,1.88,1.42,5,1,1,2
2,3,4.38,1,1,4.86,0.81,13,0,0,0
0,4,4.16,1,2,0.71,6.7,5,1,1,1
3,4,7.07,2,1,0.59,2.01,16,0,0,1
0,1,1.27,1,1,1.41,1.84,8,0,0,0
1,4,4.87,4,1,1.38,14.07,3,1,0,1
2,3,5.87,0,3,0.56,1.41,22,1,0,1
2,4,6.96,1,3,2.27,5.01,14,0,1,1
1,4,4.74,2,3,0.15,5.16,21,1,1,1
4,12,17.73,5,9,2.21,0.86,17,0,1,2
1,2,3.14,1,3,1.2,0.45,14,0,0,0
2,5,8.75,1,3,2.2,9.48,17,0,1,1
3,4,4.96,1,2,1.27,1.59,6,0,0,1
0,3,1.86,1,1,6.92,0.21,14,0,0,0
2,5,8.76,1,3,0.83,1.93,4,1,0,1
1,2,3.83,3,1,7.39,2.61,22,1,0,0
1,5,4.05,1,5,0.22,3.94,10,0,0,0
1,5,6.76,5,2,2.17,7.36,23,1,0,2
1,1,1.05,1,1,1.19,6.37,13,0,0,0
2,6,8.0,2,2,3.21,7.24,7,0,0,1
2,2,5.45,2,2,2.91,0.28,3,1,0,1
1,1,1.07,1,0,3.0,3.31,9,0,1,0
2,3,4.52,1,2,0.28,0.84,6,0,0,0
3,5,5.51,2,2,3.21,0.72,0,1,0,1
2,5,6.41,2,1,0.53,4.23,19,0,1,1
2,4,7.34,2,2,0.15,1.55,11,0,0,1
3,6,8.74,3,3,0.54,6.41,12,0,0,2
1,4,5.33,2,1,1.27,0.31,15,0,1,0
1,1,1.7,1,1,2.54,4.25,13,0,0,0
2,3,6.81,1,4,0.54,0.57,12,0,1,1
0,1,1.32,1,2,0.32,0.69,4,1,0,0
2,3,4.7,1,2,1.97,1.82,13,0,0,0
0,2,1.46,2,1,7.53,1.46,12,0,0,0
1,5,7.49,2,2,1.75,1.86,13,0,0,1
0,3,3.89,2,4,2.21,7.23,11,0,0,0
1,6,6.51,3,2,1.58,2.88,22,1,0,2
1,1,1.83,1,1,2.84,1.06,21,1,0,0
2,5,4.84,2,0,6.8,0.67,19,0,1,0
1,2,3.29,0,1,1.51,1.56,14,0,1,0
2,4,7.25,5,1,1.07,1.7,18,0,1,2
1,2,3.41,0,2,3.64,2.5,10,0,0,0
2,3,5.57,1,2,6.4,0.97,21,1,0,1
1,4,5.02,0,2,0.35,3.85,14,0,0,0
1,3,5.3,0,1,1.65,0.46,20,0,0,0
1,4,7.27,3,3,2.93,2.26,11,0,1,1
2,5,8.53,2,0,1.47,2.64,18,0,0,1
2,3,4.35,2,1,1.05,0.78,15,0,1,1
0,4,3.66,1,3,2.02,4.57,3,1,1,1
1,4,4.33,1,4,0.67,2.59,17,0,1,1
0,3,2.77,1,1,0.87,2.79,8,0,0,0
4,7,12.26,3,4,8.85,1.92,15,0,1,2
1,7,10.68,4,4,1.92,6.21,6,0,1,2
2,5,8.32,2,4,3.81,3.16,18,0,1,2
1,5,4.24,2,1,3.07,1.4,23,1,0,1
0,5,5.14,4,2,2.0,0.88,23,1,0,1
0,1,0.61,0,0,3.41,0.38,10,0,0,0
4,8,6.86,3,1,0.71,0.65,16,0,1,1
0,0,0.0,0,0,1.92,12.49,20,0,1,0
1,2,2.81,0,3,1.71,1.51,4,1,0,0
2,5,7.65,1,2,1.85,5.92,11,0,1,1
0,2,1.13,0,3,0.43,0.67,18,0,1,0
0,3,2.75,3,1,0.68,1.59,1,1,0,0
3,10,14.88,4,7,0.71,8.28,0,1,0,2
1,6,4.76,4,4,1.76,0.44,3,1,0,1
0,3,2.48,1,1,6.57,2.45,10,0,1,0
2,5,4.36,2,3,5.65,6.49,17,0,0,1
2,5,5.67,3,2,0.56,7.67,20,0,0,1
3,4,5.62,3,2,0.75,4.88,15,0,0,1
0,4,5.31,0,2,0.17,5.04,9,0,0,0
0,5,7.37,2,2,1.02,2.84,11,0,0,1
0,5,6.73,3,3,3.34,0.82,1,1,0,1
2,3,4.23,3,3,4.55,3.48,0,1,0,1
1,2,3.43,3,1,0.59,9.79,9,0,0,0
1,1,1.18,1,2,0.66,2.07,9,0,0,0
1,2,2.2,0,3,0.55,0.96,9,0,0,0
1,2,3.34,0,0,0.88,2.33,1,1,0,0
1,1,2.84,2,0,3.04,3.13,19,0,0,0
0,5,2.78,2,2,1.97,0.78,2,1,0,1
0,1,1.45,0,1,2.87,3.38,0,1,0,0
